TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	19/08/29
TIME	14:48:12
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	840.0000
LASTX	190.0000
NPOINTS	651
FIRSTY	-0.00679
MAXY	0.27509
MINY	-0.00702
XYDATA
840.0000	-0.00679
839.0000	-0.00681
838.0000	-0.00687
837.0000	-0.00683
836.0000	-0.00698
835.0000	-0.00693
834.0000	-0.00697
833.0000	-0.00696
832.0000	-0.00695
831.0000	-0.00698
830.0000	-0.00684
829.0000	-0.00676
828.0000	-0.0068
827.0000	-0.00693
826.0000	-0.00697
825.0000	-0.00702
824.0000	-0.00689
823.0000	-0.00692
822.0000	-0.00688
821.0000	-0.00693
820.0000	-0.00688
819.0000	-0.00686
818.0000	-0.00691
817.0000	-0.00692
816.0000	-0.00684
815.0000	-0.00678
814.0000	-0.00689
813.0000	-0.0068
812.0000	-0.00689
811.0000	-0.007
810.0000	-0.00691
809.0000	-0.00694
808.0000	-0.00683
807.0000	-0.00676
806.0000	-0.00674
805.0000	-0.00667
804.0000	-0.00661
803.0000	-0.00662
802.0000	-0.00665
801.0000	-0.00669
800.0000	-0.00662
799.0000	-0.00665
798.0000	-0.00658
797.0000	-0.00665
796.0000	-0.00667
795.0000	-0.00673
794.0000	-0.00676
793.0000	-0.00668
792.0000	-0.00668
791.0000	-0.00665
790.0000	-0.0066
789.0000	-0.00657
788.0000	-0.00644
787.0000	-0.00653
786.0000	-0.00644
785.0000	-0.0065
784.0000	-0.00638
783.0000	-0.00641
782.0000	-0.00641
781.0000	-0.00639
780.0000	-0.0064
779.0000	-0.00637
778.0000	-0.0064
777.0000	-0.00633
776.0000	-0.00635
775.0000	-0.00636
774.0000	-0.00636
773.0000	-0.00635
772.0000	-0.00628
771.0000	-0.00635
770.0000	-0.00623
769.0000	-0.00622
768.0000	-0.00619
767.0000	-0.00625
766.0000	-0.00626
765.0000	-0.00634
764.0000	-0.00623
763.0000	-0.00622
762.0000	-0.00624
761.0000	-0.00618
760.0000	-0.00615
759.0000	-0.00604
758.0000	-0.00605
757.0000	-0.00597
756.0000	-0.00597
755.0000	-0.00589
754.0000	-0.00593
753.0000	-0.00587
752.0000	-0.0058
751.0000	-0.00586
750.0000	-0.00585
749.0000	-0.00591
748.0000	-0.00593
747.0000	-0.00591
746.0000	-0.00588
745.0000	-0.00578
744.0000	-0.00571
743.0000	-0.00573
742.0000	-0.00568
741.0000	-0.00575
740.0000	-0.00583
739.0000	-0.00576
738.0000	-0.00562
737.0000	-0.00556
736.0000	-0.00554
735.0000	-0.00556
734.0000	-0.00548
733.0000	-0.00542
732.0000	-0.00535
731.0000	-0.00535
730.0000	-0.00541
729.0000	-0.00543
728.0000	-0.00547
727.0000	-0.00539
726.0000	-0.00534
725.0000	-0.00525
724.0000	-0.00521
723.0000	-0.0052
722.0000	-0.00515
721.0000	-0.00508
720.0000	-0.005
719.0000	-0.00493
718.0000	-0.00483
717.0000	-0.00472
716.0000	-0.00461
715.0000	-0.00448
714.0000	-0.00437
713.0000	-0.00424
712.0000	-0.00416
711.0000	-0.0041
710.0000	-0.00404
709.0000	-0.00392
708.0000	-0.00372
707.0000	-0.0035
706.0000	-0.00337
705.0000	-0.00322
704.0000	-0.003
703.0000	-0.00273
702.0000	-0.00243
701.0000	-0.00212
700.0000	-0.00173
699.0000	-0.00133
698.0000	-8.4E-04
697.0000	-3.8E-04
696.0000	7E-05
695.0000	5E-04
694.0000	0.00101
693.0000	0.00155
692.0000	0.00213
691.0000	0.00281
690.0000	0.0036
689.0000	0.00448
688.0000	0.00536
687.0000	0.00643
686.0000	0.00755
685.0000	0.0088
684.0000	0.01013
683.0000	0.01152
682.0000	0.01308
681.0000	0.01468
680.0000	0.01648
679.0000	0.01825
678.0000	0.02004
677.0000	0.02178
676.0000	0.02348
675.0000	0.02513
674.0000	0.02673
673.0000	0.02824
672.0000	0.0298
671.0000	0.03121
670.0000	0.03267
669.0000	0.03394
668.0000	0.03519
