TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	19/08/29
TIME	14:14:47
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	840.0000
LASTX	190.0000
NPOINTS	651
FIRSTY	-0.00813
MAXY	0.43096
MINY	-0.00853
XYDATA
665.0000	0.42653
664.0000	0.42914
663.0000	0.43059
662.0000	0.43096
661.0000	0.43054
660.0000	0.42928
659.0000	0.42737
658.0000	0.42475
657.0000	0.42149
656.0000	0.41781
655.0000	0.41358
654.0000	0.4089
653.0000	0.40377
652.0000	0.39825
651.0000	0.39241
650.0000	0.38618
649.0000	0.37968
648.0000	0.37291
647.0000	0.36597
646.0000	0.35884
645.0000	0.35169
644.0000	0.34457
643.0000	0.33744
642.0000	0.3304
641.0000	0.32346
640.0000	0.31675
639.0000	0.31027
638.0000	0.30408
637.0000	0.29809
636.0000	0.29238
635.0000	0.28697
634.0000	0.28192
633.0000	0.27716
632.0000	0.27272
631.0000	0.26856
630.0000	0.26475
629.0000	0.26118
628.0000	0.25791
627.0000	0.25492
626.0000	0.25226
625.0000	0.24983
624.0000	0.24761
623.0000	0.24557
622.0000	0.24371
621.0000	0.24202
620.0000	0.24046
619.0000	0.23897
618.0000	0.23747
617.0000	0.23602
616.0000	0.23441
615.0000	0.23281
614.0000	0.2309
613.0000	0.22897
612.0000	0.22671
611.0000	0.22431
610.0000	0.22153
609.0000	0.21856
608.0000	0.21532
607.0000	0.21183
606.0000	0.20817
605.0000	0.2042
604.0000	0.2001
603.0000	0.19577
602.0000	0.19131
601.0000	0.18671
600.0000	0.18196
599.0000	0.17719
598.0000	0.17239
597.0000	0.16747
596.0000	0.16256
595.0000	0.15773
594.0000	0.15295
593.0000	0.14814
592.0000	0.14343
591.0000	0.13879
590.0000	0.13434
589.0000	0.13001
588.0000	0.12577
587.0000	0.12163
586.0000	0.11752
585.0000	0.11354
584.0000	0.10963
583.0000	0.10597
582.0000	0.10241
581.0000	0.09906
580.0000	0.09572
579.0000	0.09256
578.0000	0.08947
577.0000	0.08662
576.0000	0.08384
575.0000	0.08125
574.0000	0.07877
573.0000	0.07635
572.0000	0.07401
571.0000	0.07173
570.0000	0.06951
569.0000	0.06733
568.0000	0.0653
567.0000	0.06337
566.0000	0.06142
565.0000	0.05949
564.0000	0.05773
563.0000	0.05608
562.0000	0.05439
561.0000	0.05275
560.0000	0.05109
559.0000	0.04952
558.0000	0.04793
557.0000	0.04637
556.0000	0.04484
555.0000	0.0434
554.0000	0.04196
553.0000	0.0406
