TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	19/08/29
TIME	14:53:42
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	840.0000
LASTX	190.0000
NPOINTS	651
FIRSTY	-0.00626
MAXY	0.27241
MINY	-0.00639
XYDATA
840.0000	-0.00626
839.0000	-0.00626
838.0000	-0.00639
837.0000	-0.00638
836.0000	-0.00638
835.0000	-0.00632
834.0000	-0.00627
833.0000	-0.00627
832.0000	-0.00634
831.0000	-0.00638
830.0000	-0.00632
829.0000	-0.00622
828.0000	-0.0062
827.0000	-0.00627
826.0000	-0.00631
825.0000	-0.00639
824.0000	-0.00638
823.0000	-0.00633
822.0000	-0.00628
821.0000	-0.00623
820.0000	-0.0062
819.0000	-0.00612
818.0000	-0.00617
817.0000	-0.0062
816.0000	-0.00625
815.0000	-0.00617
814.0000	-0.00623
813.0000	-0.00626
812.0000	-0.00631
811.0000	-0.00636
810.0000	-0.00626
809.0000	-0.00627
808.0000	-0.00622
807.0000	-0.00615
806.0000	-0.00615
805.0000	-0.00609
804.0000	-0.00608
803.0000	-0.00601
802.0000	-0.00603
801.0000	-0.00607
800.0000	-0.00609
799.0000	-0.00617
798.0000	-0.00613
797.0000	-0.0061
796.0000	-0.00595
795.0000	-0.00601
794.0000	-0.00613
793.0000	-0.0062
792.0000	-0.00619
791.0000	-0.00607
790.0000	-0.00604
789.0000	-0.0061
788.0000	-0.00601
787.0000	-0.00611
786.0000	-0.00596
785.0000	-0.00598
784.0000	-0.00592
783.0000	-0.00591
782.0000	-0.00595
781.0000	-0.0059
780.0000	-0.00583
779.0000	-0.00585
778.0000	-0.00585
777.0000	-0.00578
776.0000	-0.00583
775.0000	-0.00583
774.0000	-0.00592
773.0000	-0.0059
772.0000	-0.00594
771.0000	-0.00594
770.0000	-0.00588
769.0000	-0.0058
768.0000	-0.0058
767.0000	-0.00588
766.0000	-0.00591
765.0000	-0.00586
764.0000	-0.00576
763.0000	-0.0058
762.0000	-0.0058
761.0000	-0.00576
760.0000	-0.00575
759.0000	-0.00575
758.0000	-0.00572
757.0000	-0.00567
756.0000	-0.00568
755.0000	-0.00563
754.0000	-0.00561
753.0000	-0.00563
752.0000	-0.00556
751.0000	-0.00568
750.0000	-0.00564
749.0000	-0.00567
748.0000	-0.00563
747.0000	-0.00565
746.0000	-0.00569
745.0000	-0.00568
744.0000	-0.00556
743.0000	-0.00554
742.0000	-0.00549
741.0000	-0.00555
740.0000	-0.00561
739.0000	-0.00552
738.0000	-0.00544
737.0000	-0.00534
736.0000	-0.00541
735.0000	-0.00542
734.0000	-0.00545
733.0000	-0.00535
732.0000	-0.00526
731.0000	-0.00524
730.0000	-0.00526
729.0000	-0.00527
728.0000	-0.00526
727.0000	-0.00527
726.0000	-0.00524
725.0000	-0.00525
724.0000	-0.00524
723.0000	-0.00521
722.0000	-0.00516
721.0000	-0.00505
720.0000	-0.00496
719.0000	-0.00491
718.0000	-0.00484
717.0000	-0.00477
716.0000	-0.00471
715.0000	-0.00466
714.0000	-0.00465
713.0000	-0.00458
712.0000	-0.00455
711.0000	-0.00448
710.0000	-0.00445
709.0000	-0.00436
708.0000	-0.00428
707.0000	-0.00413
706.0000	-0.00406
705.0000	-0.00394
704.0000	-0.00382
703.0000	-0.00363
702.0000	-0.00349
701.0000	-0.00332
700.0000	-0.00311
699.0000	-0.00285
698.0000	-0.00259
697.0000	-0.00234
696.0000	-0.00213
695.0000	-0.00195
694.0000	-0.00171
693.0000	-0.00149
692.0000	-0.00119
691.0000	-8.6E-04
690.0000	-4.6E-04
689.0000	-5E-05
688.0000	3.8E-04
687.0000	9.3E-04
686.0000	0.00151
685.0000	0.00215
684.0000	0.00282
683.0000	0.00359
682.0000	0.00442
681.0000	0.00532
680.0000	0.00635
679.0000	0.00734
678.0000	0.00838
677.0000	0.00933
676.0000	0.01026
675.0000	0.01115
674.0000	0.01206
673.0000	0.01292
672.0000	0.01382
671.0000	0.01461
670.0000	0.01539
