TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	19/08/29
TIME	14:36:34
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	840.0000
LASTX	190.0000
NPOINTS	651
FIRSTY	-0.00275
MAXY	0.24010
MINY	-0.00314
XYDATA
840.0000	-0.00275
839.0000	-0.00292
838.0000	-0.00304
837.0000	-0.00301
836.0000	-0.00297
835.0000	-0.00302
834.0000	-0.00307
833.0000	-0.0031
832.0000	-0.00309
831.0000	-0.00314
830.0000	-0.00304
829.0000	-0.00297
828.0000	-0.00287
827.0000	-0.00292
826.0000	-0.00284
825.0000	-0.00296
824.0000	-0.00292
823.0000	-0.00292
822.0000	-0.00292
821.0000	-0.00285
820.0000	-0.00284
819.0000	-0.00286
818.0000	-0.00295
817.0000	-0.003
816.0000	-0.00289
815.0000	-0.00285
814.0000	-0.0029
813.0000	-0.00289
812.0000	-0.00285
811.0000	-0.00284
810.0000	-0.00279
809.0000	-0.00285
808.0000	-0.00282
807.0000	-0.00275
806.0000	-0.0027
805.0000	-0.00267
804.0000	-0.00258
803.0000	-0.00259
802.0000	-0.00254
801.0000	-0.0025
800.0000	-0.00247
799.0000	-0.00252
798.0000	-0.0025
797.0000	-0.00248
796.0000	-0.00248
795.0000	-0.00253
794.0000	-0.00256
793.0000	-0.00246
792.0000	-0.00235
791.0000	-0.00233
790.0000	-0.00229
789.0000	-0.00226
788.0000	-0.00214
787.0000	-0.00221
786.0000	-0.00208
785.0000	-0.00198
784.0000	-0.00184
783.0000	-0.00178
782.0000	-0.00169
781.0000	-0.0017
780.0000	-0.00164
779.0000	-0.00166
778.0000	-0.00163
777.0000	-0.00152
776.0000	-0.00146
775.0000	-0.00146
774.0000	-0.00155
773.0000	-0.00148
772.0000	-0.00138
771.0000	-0.00127
770.0000	-0.00122
769.0000	-0.00127
768.0000	-0.00122
767.0000	-0.0012
766.0000	-0.00112
765.0000	-0.00121
764.0000	-0.00115
763.0000	-0.00115
762.0000	-0.00105
761.0000	-9.1E-04
760.0000	-8.5E-04
759.0000	-7.8E-04
758.0000	-8E-04
757.0000	-6.7E-04
756.0000	-6E-04
755.0000	-4.9E-04
754.0000	-4.4E-04
753.0000	-4.4E-04
752.0000	-3.7E-04
751.0000	-3.5E-04
750.0000	-2.6E-04
749.0000	-2.9E-04
748.0000	-2.3E-04
747.0000	-1.8E-04
746.0000	-1E-04
745.0000	-3E-05
744.0000	3E-05
743.0000	9E-05
742.0000	1.7E-04
741.0000	2.3E-04
740.0000	2.8E-04
739.0000	3.5E-04
738.0000	5E-04
737.0000	6.2E-04
736.0000	6.4E-04
735.0000	6.9E-04
734.0000	7.5E-04
733.0000	8.7E-04
732.0000	0.001
731.0000	0.00103
730.0000	0.00106
729.0000	0.0011
728.0000	0.00119
727.0000	0.00125
726.0000	0.00138
725.0000	0.00145
724.0000	0.00158
723.0000	0.00167
722.0000	0.00188
721.0000	0.00213
720.0000	0.00233
719.0000	0.00248
718.0000	0.00267
717.0000	0.00294
716.0000	0.00321
715.0000	0.00349
714.0000	0.00377
713.0000	0.00414
712.0000	0.00447
711.0000	0.00482
710.0000	0.00517
709.0000	0.00564
708.0000	0.00616
707.0000	0.00679
706.0000	0.00738
705.0000	0.00809
704.0000	0.00888
703.0000	0.00976
702.0000	0.01075
701.0000	0.01189
700.0000	0.01314
699.0000	0.01449
698.0000	0.01593
697.0000	0.01763
696.0000	0.01937
695.0000	0.02128
694.0000	0.02336
693.0000	0.02568
692.0000	0.02825
691.0000	0.03102
690.0000	0.03411
689.0000	0.03746
688.0000	0.04116
687.0000	0.04516
686.0000	0.04946
685.0000	0.05409
684.0000	0.05908
683.0000	0.06434
682.0000	0.06993
681.0000	0.07572
680.0000	0.08179
679.0000	0.08795
678.0000	0.09412
677.0000	0.10019
676.0000	0.10611
675.0000	0.11194
674.0000	0.11758
673.0000	0.12288
672.0000	0.12784
671.0000	0.13242
670.0000	0.1367
669.0000	0.1405
668.0000	0.14392
667.0000	0.1469
