TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	19/08/29
TIME	13:47:18
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	840.0000
LASTX	190.0000
NPOINTS	651
FIRSTY	-0.00597
MAXY	0.62302
MINY	-0.00622
XYDATA
840.0000	-0.00597
839.0000	-0.00601
838.0000	-0.00603
837.0000	-0.00598
836.0000	-0.00609
835.0000	-0.00608
834.0000	-0.00613
833.0000	-0.00619
832.0000	-0.00619
831.0000	-0.00622
830.0000	-0.00605
829.0000	-0.00591
828.0000	-0.00589
827.0000	-0.00603
826.0000	-0.00605
825.0000	-0.00609
824.0000	-0.00609
823.0000	-0.00608
822.0000	-0.00602
821.0000	-0.00592
820.0000	-0.00588
819.0000	-0.00584
818.0000	-0.00592
817.0000	-0.006
816.0000	-0.00592
815.0000	-0.00585
814.0000	-0.00579
813.0000	-0.00575
812.0000	-0.00581
811.0000	-0.00586
810.0000	-0.00573
809.0000	-0.00563
808.0000	-0.00553
807.0000	-0.00543
806.0000	-0.00541
805.0000	-0.00529
804.0000	-0.00531
803.0000	-0.00528
802.0000	-0.0054
801.0000	-0.00538
800.0000	-0.00528
799.0000	-0.00524
798.0000	-0.00518
797.0000	-0.00526
796.0000	-0.0052
795.0000	-0.00517
794.0000	-0.00516
793.0000	-0.0051
792.0000	-0.00514
791.0000	-0.00512
790.0000	-0.00503
789.0000	-0.0049
788.0000	-0.00482
787.0000	-0.00489
786.0000	-0.00483
785.0000	-0.00476
784.0000	-0.00463
783.0000	-0.00459
782.0000	-0.00457
781.0000	-0.00446
780.0000	-0.00436
779.0000	-0.00432
778.0000	-0.00433
777.0000	-0.00422
776.0000	-0.00419
775.0000	-0.00415
774.0000	-0.0042
773.0000	-0.00417
772.0000	-0.00412
771.0000	-0.00393
770.0000	-0.00383
769.0000	-0.00373
768.0000	-0.00383
767.0000	-0.00387
766.0000	-0.00387
765.0000	-0.00383
764.0000	-0.0037
763.0000	-0.00363
762.0000	-0.00352
761.0000	-0.00338
760.0000	-0.00329
759.0000	-0.00321
758.0000	-0.00319
757.0000	-0.003
756.0000	-0.00292
755.0000	-0.00285
754.0000	-0.00277
753.0000	-0.0027
752.0000	-0.00255
751.0000	-0.00259
750.0000	-0.00249
749.0000	-0.00253
748.0000	-0.00249
747.0000	-0.00235
746.0000	-0.00223
745.0000	-0.00207
744.0000	-0.0019
743.0000	-0.00175
742.0000	-0.00158
741.0000	-0.00148
740.0000	-0.00136
739.0000	-0.00117
738.0000	-9.3E-04
737.0000	-6.9E-04
736.0000	-5.2E-04
735.0000	-3.1E-04
734.0000	-1.4E-04
733.0000	1E-04
732.0000	3.2E-04
731.0000	5.4E-04
730.0000	6.8E-04
729.0000	9.3E-04
728.0000	0.00124
727.0000	0.00154
726.0000	0.00191
725.0000	0.00226
724.0000	0.00267
723.0000	0.00309
722.0000	0.0036
721.0000	0.00421
720.0000	0.00486
719.0000	0.0056
718.0000	0.00636
717.0000	0.00724
716.0000	0.00818
715.0000	0.00915
714.0000	0.01022
713.0000	0.01142
712.0000	0.01278
711.0000	0.01432
710.0000	0.016
709.0000	0.01784
708.0000	0.01994
707.0000	0.02231
706.0000	0.02492
705.0000	0.02788
704.0000	0.03117
703.0000	0.03491
702.0000	0.03906
701.0000	0.04369
700.0000	0.0488
699.0000	0.05452
698.0000	0.0609
697.0000	0.06799
696.0000	0.07573
695.0000	0.08429
694.0000	0.09376
693.0000	0.1042
692.0000	0.1157
691.0000	0.12834
690.0000	0.14225
689.0000	0.15741
688.0000	0.17389
687.0000	0.19177
686.0000	0.21106
685.0000	0.2317
684.0000	0.25363
683.0000	0.27672
682.0000	0.30094
681.0000	0.32605
680.0000	0.35208
679.0000	0.37846
678.0000	0.40488
677.0000	0.43079
676.0000	0.45588
675.0000	0.48015
674.0000	0.50306
673.0000	0.52442
672.0000	0.544
671.0000	0.56147
670.0000	0.57677
669.0000	0.58975
668.0000	0.60047
667.0000	0.60897
666.0000	0.61535
