TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	19/08/29
TIME	14:42:35
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	840.0000
LASTX	190.0000
NPOINTS	651
FIRSTY	-0.00419
MAXY	0.24513
MINY	-0.00447
XYDATA
840.0000	-0.00419
839.0000	-0.00429
838.0000	-0.00435
837.0000	-0.0044
836.0000	-0.00439
835.0000	-0.00443
834.0000	-0.00439
833.0000	-0.00438
832.0000	-0.00439
831.0000	-0.00447
830.0000	-0.00432
829.0000	-0.00422
828.0000	-0.00415
827.0000	-0.00422
826.0000	-0.00424
825.0000	-0.00433
824.0000	-0.00434
823.0000	-0.00423
822.0000	-0.00411
821.0000	-0.00416
820.0000	-0.00416
819.0000	-0.00415
818.0000	-0.00421
817.0000	-0.00425
816.0000	-0.00425
815.0000	-0.00421
814.0000	-0.00428
813.0000	-0.00426
812.0000	-0.00426
811.0000	-0.00428
810.0000	-0.00418
809.0000	-0.00417
808.0000	-0.00424
807.0000	-0.00417
806.0000	-0.0041
805.0000	-0.00399
804.0000	-0.00401
803.0000	-0.004
802.0000	-0.0041
801.0000	-0.00405
800.0000	-0.00408
799.0000	-0.0041
798.0000	-0.00404
797.0000	-0.00408
796.0000	-0.00402
795.0000	-0.004
794.0000	-0.00407
793.0000	-0.00405
792.0000	-0.00409
791.0000	-0.00405
790.0000	-0.00411
789.0000	-0.00404
788.0000	-0.00404
787.0000	-0.00412
786.0000	-0.00403
785.0000	-0.00399
784.0000	-0.00387
783.0000	-0.00385
782.0000	-0.00384
781.0000	-0.00376
780.0000	-0.00376
779.0000	-0.00374
778.0000	-0.00378
777.0000	-0.00371
776.0000	-0.00373
775.0000	-0.00375
774.0000	-0.00376
773.0000	-0.0038
772.0000	-0.0038
771.0000	-0.00385
770.0000	-0.00376
769.0000	-0.00372
768.0000	-0.00365
767.0000	-0.0037
766.0000	-0.00374
765.0000	-0.00375
764.0000	-0.00371
763.0000	-0.00367
762.0000	-0.00365
761.0000	-0.00356
760.0000	-0.00349
759.0000	-0.00344
758.0000	-0.0035
757.0000	-0.00347
756.0000	-0.00345
755.0000	-0.00339
754.0000	-0.00335
753.0000	-0.00331
752.0000	-0.00328
751.0000	-0.00337
750.0000	-0.00338
749.0000	-0.00337
748.0000	-0.00333
747.0000	-0.0033
746.0000	-0.00336
745.0000	-0.00331
744.0000	-0.00319
743.0000	-0.00317
742.0000	-0.00315
741.0000	-0.00316
740.0000	-0.00316
739.0000	-0.00313
738.0000	-0.00299
737.0000	-0.00292
736.0000	-0.00289
735.0000	-0.00286
734.0000	-0.0028
733.0000	-0.00269
732.0000	-0.00259
731.0000	-0.00259
730.0000	-0.00268
729.0000	-0.00266
728.0000	-0.00269
727.0000	-0.00268
726.0000	-0.00261
725.0000	-0.00256
724.0000	-0.00241
723.0000	-0.00239
722.0000	-0.00228
721.0000	-0.00209
720.0000	-0.00195
719.0000	-0.00183
718.0000	-0.00179
717.0000	-0.00162
716.0000	-0.00146
715.0000	-0.00131
714.0000	-0.00113
713.0000	-9.6E-04
712.0000	-7.4E-04
711.0000	-6E-04
710.0000	-3.7E-04
709.0000	-1.7E-04
708.0000	1.6E-04
707.0000	5E-04
706.0000	8.5E-04
705.0000	0.00125
704.0000	0.00162
703.0000	0.00211
702.0000	0.0026
701.0000	0.00321
700.0000	0.00386
699.0000	0.00462
698.0000	0.00543
697.0000	0.00639
696.0000	0.00729
695.0000	0.00831
694.0000	0.00939
693.0000	0.0106
692.0000	0.01191
691.0000	0.01332
690.0000	0.01496
689.0000	0.01676
688.0000	0.01871
687.0000	0.02087
686.0000	0.0232
685.0000	0.02569
684.0000	0.0283
683.0000	0.03114
682.0000	0.03417
681.0000	0.03736
680.0000	0.04077
679.0000	0.04419
678.0000	0.04761
677.0000	0.05102
676.0000	0.05429
675.0000	0.05751
674.0000	0.06059
673.0000	0.06348
672.0000	0.06639
671.0000	0.06897
670.0000	0.07155
669.0000	0.07376
668.0000	0.07591
