TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	19/08/29
TIME	13:38:22
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	840.0000
LASTX	190.0000
NPOINTS	651
FIRSTY	-0.00850
MAXY	1.08995
MINY	-0.00894
XYDATA
840.0000	-0.0085
839.0000	-0.00855
838.0000	-0.00869
837.0000	-0.00866
836.0000	-0.00873
835.0000	-0.00877
834.0000	-0.00875
833.0000	-0.00886
832.0000	-0.00886
831.0000	-0.0089
830.0000	-0.00877
829.0000	-0.00872
828.0000	-0.00868
827.0000	-0.00872
826.0000	-0.00875
825.0000	-0.00891
824.0000	-0.00879
823.0000	-0.00879
822.0000	-0.00865
821.0000	-0.00862
820.0000	-0.00861
819.0000	-0.00865
818.0000	-0.00873
817.0000	-0.00875
816.0000	-0.00875
815.0000	-0.00872
814.0000	-0.00878
813.0000	-0.00881
812.0000	-0.00885
811.0000	-0.00894
810.0000	-0.00884
809.0000	-0.00886
808.0000	-0.00882
807.0000	-0.00879
806.0000	-0.00865
805.0000	-0.00852
804.0000	-0.00851
803.0000	-0.00863
802.0000	-0.00872
801.0000	-0.00873
800.0000	-0.00866
799.0000	-0.00864
798.0000	-0.00858
797.0000	-0.0085
796.0000	-0.00843
795.0000	-0.00848
794.0000	-0.00862
793.0000	-0.00863
792.0000	-0.00859
791.0000	-0.00852
790.0000	-0.00844
789.0000	-0.00846
788.0000	-0.00835
787.0000	-0.00843
786.0000	-0.00829
785.0000	-0.00832
784.0000	-0.00823
783.0000	-0.0082
782.0000	-0.00819
781.0000	-0.00809
780.0000	-0.00796
779.0000	-0.00797
778.0000	-0.00794
777.0000	-0.00787
776.0000	-0.00782
775.0000	-0.00779
774.0000	-0.00788
773.0000	-0.00778
772.0000	-0.00773
771.0000	-0.00768
770.0000	-0.00755
769.0000	-0.0075
768.0000	-0.00736
767.0000	-0.00742
766.0000	-0.0074
765.0000	-0.00738
764.0000	-0.00726
763.0000	-0.00723
762.0000	-0.00722
761.0000	-0.00709
760.0000	-0.00689
759.0000	-0.00675
758.0000	-0.00668
757.0000	-0.00653
756.0000	-0.00643
755.0000	-0.00621
754.0000	-0.00614
753.0000	-0.00606
752.0000	-0.00592
751.0000	-0.00589
750.0000	-0.00572
749.0000	-0.00559
748.0000	-0.00542
747.0000	-0.0053
746.0000	-0.00518
745.0000	-0.00502
744.0000	-0.00479
743.0000	-0.00457
742.0000	-0.00434
741.0000	-0.00411
740.0000	-0.00371
739.0000	-0.00339
738.0000	-0.00304
737.0000	-0.00275
736.0000	-0.00247
735.0000	-0.00217
734.0000	-0.00184
733.0000	-0.00143
732.0000	-0.00102
731.0000	-5.9E-04
730.0000	-2.9E-04
729.0000	1.7E-04
728.0000	6.8E-04
727.0000	0.00127
726.0000	0.00192
725.0000	0.00257
724.0000	0.00328
723.0000	0.00397
722.0000	0.00489
721.0000	0.00593
720.0000	0.00707
719.0000	0.00829
718.0000	0.00955
717.0000	0.01099
716.0000	0.01257
715.0000	0.0143
714.0000	0.01623
713.0000	0.01839
712.0000	0.02078
711.0000	0.02346
710.0000	0.02643
709.0000	0.02976
708.0000	0.0335
707.0000	0.03768
706.0000	0.04236
705.0000	0.04756
704.0000	0.05341
703.0000	0.05996
702.0000	0.06728
701.0000	0.07542
700.0000	0.0845
699.0000	0.09462
698.0000	0.10593
697.0000	0.11855
696.0000	0.13244
695.0000	0.14778
694.0000	0.16466
693.0000	0.18337
692.0000	0.20393
691.0000	0.22666
690.0000	0.25161
689.0000	0.27883
688.0000	0.30836
687.0000	0.34037
686.0000	0.37492
685.0000	0.41191
684.0000	0.45113
683.0000	0.49252
682.0000	0.53571
681.0000	0.58054
680.0000	0.62685
679.0000	0.67381
678.0000	0.7208
677.0000	0.76682
676.0000	0.81138
675.0000	0.85421
674.0000	0.89459
673.0000	0.93192
672.0000	0.96582
671.0000	0.9958
670.0000	1.02169
669.0000	1.04326
668.0000	1.06057
667.0000	1.0737
666.0000	1.08274
665.0000	1.08806
