TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	19/09/02
TIME	20:00:41
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	840.0000
LASTX	190.0000
NPOINTS	651
FIRSTY	0.01681
MAXY	0.46897
MINY	0.01611
XYDATA
840.0000	0.01681
839.0000	0.01674
838.0000	0.0167
837.0000	0.01677
836.0000	0.01674
835.0000	0.01672
834.0000	0.01662
833.0000	0.01658
832.0000	0.01662
831.0000	0.01662
830.0000	0.01665
829.0000	0.01667
828.0000	0.01669
827.0000	0.01669
826.0000	0.01664
825.0000	0.01663
824.0000	0.01667
823.0000	0.01669
822.0000	0.0167
821.0000	0.01678
820.0000	0.01687
819.0000	0.01681
818.0000	0.01671
817.0000	0.01657
816.0000	0.01659
815.0000	0.01669
814.0000	0.01678
813.0000	0.01689
812.0000	0.01688
811.0000	0.01686
810.0000	0.01677
809.0000	0.01665
808.0000	0.01664
807.0000	0.01656
806.0000	0.01663
805.0000	0.01657
804.0000	0.01654
803.0000	0.01652
802.0000	0.0166
801.0000	0.01649
800.0000	0.01656
799.0000	0.01652
798.0000	0.01647
797.0000	0.01642
796.0000	0.01648
795.0000	0.01651
794.0000	0.01662
793.0000	0.01661
792.0000	0.01662
791.0000	0.01669
790.0000	0.01659
789.0000	0.01655
788.0000	0.01643
787.0000	0.01644
786.0000	0.01642
785.0000	0.01647
784.0000	0.01644
783.0000	0.01626
782.0000	0.01627
781.0000	0.01625
780.0000	0.01634
779.0000	0.01626
778.0000	0.01621
777.0000	0.01616
776.0000	0.01626
775.0000	0.0163
774.0000	0.01628
773.0000	0.01621
772.0000	0.01611
771.0000	0.01615
770.0000	0.01617
769.0000	0.01629
768.0000	0.01632
767.0000	0.0163
766.0000	0.01629
765.0000	0.01628
764.0000	0.01638
763.0000	0.01639
762.0000	0.01642
761.0000	0.01632
760.0000	0.01626
759.0000	0.01616
758.0000	0.01619
757.0000	0.01621
756.0000	0.01625
755.0000	0.01622
754.0000	0.01615
753.0000	0.01618
752.0000	0.01624
751.0000	0.0163
750.0000	0.01625
749.0000	0.01625
748.0000	0.0164
747.0000	0.01649
746.0000	0.01655
745.0000	0.01656
744.0000	0.01658
743.0000	0.01666
742.0000	0.0167
741.0000	0.01674
740.0000	0.01668
739.0000	0.01679
738.0000	0.01678
737.0000	0.01688
736.0000	0.0169
735.0000	0.01697
734.0000	0.01706
733.0000	0.01718
732.0000	0.01734
731.0000	0.01751
730.0000	0.01772
729.0000	0.01789
728.0000	0.0181
727.0000	0.01825
726.0000	0.01848
725.0000	0.01869
724.0000	0.01894
723.0000	0.01923
722.0000	0.01952
721.0000	0.01985
720.0000	0.02025
719.0000	0.0207
718.0000	0.02111
717.0000	0.02159
716.0000	0.02214
715.0000	0.02288
714.0000	0.0236
713.0000	0.02445
712.0000	0.02533
711.0000	0.02644
710.0000	0.02764
709.0000	0.02905
708.0000	0.03053
707.0000	0.03217
706.0000	0.03408
705.0000	0.0362
704.0000	0.03859
703.0000	0.04113
702.0000	0.04393
701.0000	0.04718
700.0000	0.05072
699.0000	0.05458
698.0000	0.05889
697.0000	0.06378
696.0000	0.06927
695.0000	0.07537
694.0000	0.08198
693.0000	0.08931
692.0000	0.09738
691.0000	0.10629
690.0000	0.1161
689.0000	0.12678
688.0000	0.13839
687.0000	0.15095
686.0000	0.16448
685.0000	0.17891
684.0000	0.19427
683.0000	0.21052
682.0000	0.22746
681.0000	0.24505
680.0000	0.26326
679.0000	0.28183
678.0000	0.30049
677.0000	0.31885
676.0000	0.33676
675.0000	0.35405
674.0000	0.37063
673.0000	0.38615
672.0000	0.40056
671.0000	0.41361
670.0000	0.42528
669.0000	0.43552
668.0000	0.44422
667.0000	0.45154
666.0000	0.45733
665.0000	0.46184
664.0000	0.46514
663.0000	0.46735
662.0000	0.46858
661.0000	0.46897
660.0000	0.46848
659.0000	0.46724
658.0000	0.46532
657.0000	0.46281
656.0000	0.45972
655.0000	0.4561
654.0000	0.45198
653.0000	0.44729
