TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	19/08/31
TIME	14:25:59
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	840
LASTX	190
NPOINTS	651
FIRSTY	0.0038
MAXY	0.39572
MINY	0.0035
XYDATA	
840	0.0043
839	0.0042
838	0.0041
837	0.004
836	0.004
835	0.0042
834	0.0041
833	0.0041
832	0.0041
831	0.0042
830	0.0042
829	0.0042
828	0.0042
827	0.0041
826	0.0041
825	0.0041
824	0.0041
823	0.0041
822	0.004
821	0.004
820	0.004
819	0.0039
818	0.0039
817	0.0039
816	0.004
815	0.0041
814	0.0041
813	0.004
812	0.004
811	0.0039
810	0.0038
809	0.0039
808	0.0041
807	0.0041
806	0.0042
805	0.0042
804	0.0042
803	0.0042
802	0.0041
801	0.0042
800	0.0042
799	0.0042
798	0.0043
797	0.0042
796	0.0041
795	0.0041
794	0.0041
793	0.0042
792	0.0042
791	0.0042
790	0.0042
789	0.0042
788	0.0042
787	0.0042
786	0.0042
785	0.0043
784	0.0043
783	0.0044
782	0.0044
781	0.0044
780	0.0045
779	0.0045
778	0.0045
777	0.0045
776	0.0044
775	0.0044
774	0.0044
773	0.0045
772	0.0045
771	0.0045
770	0.0045
769	0.0044
768	0.0044
767	0.0045
766	0.0045
765	0.0046
764	0.0046
763	0.0046
762	0.0047
761	0.0047
760	0.0048
759	0.0048
758	0.0048
757	0.0048
756	0.0048
755	0.0048
754	0.0048
753	0.005
752	0.0051
751	0.0051
750	0.0051
749	0.0051
748	0.0051
747	0.0052
746	0.0052
745	0.0052
744	0.0052
743	0.0052
742	0.0054
741	0.0054
740	0.0054
739	0.0053
738	0.0054
737	0.0054
736	0.0055
735	0.0056
734	0.0056
733	0.0057
732	0.0057
731	0.0058
730	0.0058
729	0.0058
728	0.006
727	0.006
726	0.0061
725	0.0062
724	0.0063
723	0.0065
722	0.0067
721	0.0069
720	0.0072
719	0.0074
718	0.0076
717	0.0079
716	0.0083
715	0.0087
714	0.0092
713	0.0097
712	0.0102
711	0.0107
710	0.0114
709	0.0121
708	0.0129
707	0.0138
706	0.0147
705	0.0158
704	0.0171
703	0.0186
702	0.0202
701	0.022
700	0.024
699	0.0263
698	0.0287
697	0.0316
696	0.0346
695	0.0381
694	0.0419
693	0.046
692	0.0506
691	0.0556
690	0.0613
689	0.0674
688	0.074
687	0.0812
686	0.089
685	0.0975
684	0.1065
683	0.116
682	0.1259
681	0.1362
680	0.1469
679	0.1579
678	0.1688
677	0.1797
676	0.1904
675	0.2008
674	0.2108
673	0.2202
672	0.229
671	0.2372
670	0.2445
669	0.2511
668	0.2569
667	0.2619
666	0.2662
665	0.2698
664	0.2727
663	0.275
662	0.2767
661	0.2779
660	0.2787
659	0.2789
658	0.2788
657	0.2782
656	0.2772
655	0.2759
654	0.2742
653	0.2722
652	0.2698
651	0.2671
650	0.2641
649	0.2608
648	0.2574
647	0.2537
646	0.25
645	0.2461
644	0.2422
643	0.2382
642	0.2341
641	0.2302
640	0.2262
639	0.2224
638	0.2187
637	0.2151
636	0.2115
635	0.2081
634	0.2049
633	0.2018
632	0.199
631	0.1961
630	0.1935
629	0.191
628	0.1887
627	0.1866
626	0.1845
625	0.1826
624	0.1808
623	0.1792
622	0.1777
621	0.1763
620	0.1749
619	0.1735
618	0.1723
617	0.171
616	0.1697
615	0.1684
614	0.167
613	0.1654
612	0.1638
611	0.162
610	0.1602
609	0.1583
608	0.1561
607	0.1539
606	0.1515
605	0.149
604	0.1464
603	0.1437
602	0.1408
601	0.138
600	0.1351
599	0.1321
598	0.1291
597	0.126
596	0.1229
595	0.1198
594	0.1166
593	0.1135
592	0.1105
591	0.1075
590	0.1046
589	0.1017
588	0.0988
587	0.096
586	0.0934
585	0.0907
584	0.0881
583	0.0855
582	0.083
581	0.0806
580	0.0783
579	0.0761
578	0.074
577	0.072
576	0.0701
575	0.0683
574	0.0664
573	0.0646
572	0.0629
571	0.0613
570	0.0597
569	0.0581
568	0.0565
567	0.0551
