TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	19/08/31
TIME	13:31:28
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	840.0000
LASTX	190.0000
NPOINTS	651
FIRSTY	0.00556
MAXY	1.00975
MINY	0.00496
XYDATA
840.0000	0.00556
839.0000	0.00551
838.0000	0.00534
837.0000	0.00525
836.0000	0.00513
835.0000	0.00512
834.0000	0.005
833.0000	0.00503
832.0000	0.00505
831.0000	0.00513
830.0000	0.00508
829.0000	0.00515
828.0000	0.00511
827.0000	0.00517
826.0000	0.00519
825.0000	0.00522
824.0000	0.00521
823.0000	0.00518
822.0000	0.0051
821.0000	0.00505
820.0000	0.00499
819.0000	0.00496
818.0000	0.005
817.0000	0.00501
816.0000	0.00498
815.0000	0.0051
814.0000	0.00503
813.0000	0.00503
812.0000	0.00503
811.0000	0.00506
810.0000	0.0051
809.0000	0.00519
808.0000	0.00531
807.0000	0.00533
806.0000	0.00546
805.0000	0.00545
804.0000	0.00539
803.0000	0.00541
802.0000	0.00541
801.0000	0.00547
800.0000	0.00541
799.0000	0.00541
798.0000	0.0055
797.0000	0.00555
796.0000	0.0055
795.0000	0.00543
794.0000	0.00544
793.0000	0.00557
792.0000	0.00555
791.0000	0.00563
790.0000	0.00553
789.0000	0.00559
788.0000	0.00554
787.0000	0.00562
786.0000	0.00567
785.0000	0.00579
784.0000	0.0059
783.0000	0.00594
782.0000	0.006
781.0000	0.00601
780.0000	0.00605
779.0000	0.00606
778.0000	0.00611
777.0000	0.00612
776.0000	0.00615
775.0000	0.00608
774.0000	0.00613
773.0000	0.00614
772.0000	0.00619
771.0000	0.00621
770.0000	0.00615
769.0000	0.00612
768.0000	0.00613
767.0000	0.00626
766.0000	0.00632
765.0000	0.00641
764.0000	0.00645
763.0000	0.00654
762.0000	0.00657
761.0000	0.00659
760.0000	0.00675
759.0000	0.0068
758.0000	0.00691
757.0000	0.00695
756.0000	0.00708
755.0000	0.00713
754.0000	0.00724
753.0000	0.00739
752.0000	0.00749
751.0000	0.00761
750.0000	0.00763
749.0000	0.00775
748.0000	0.00784
747.0000	0.00799
746.0000	0.00808
745.0000	0.00816
744.0000	0.00832
743.0000	0.00852
742.0000	0.00878
741.0000	0.00887
740.0000	0.0091
739.0000	0.0093
738.0000	0.00954
737.0000	0.00979
736.0000	0.01004
735.0000	0.01029
734.0000	0.01059
733.0000	0.01099
732.0000	0.01131
731.0000	0.01168
730.0000	0.01204
729.0000	0.01244
728.0000	0.01284
727.0000	0.01331
726.0000	0.01383
725.0000	0.01445
724.0000	0.01509
723.0000	0.01576
722.0000	0.01656
721.0000	0.01739
720.0000	0.01832
719.0000	0.01931
718.0000	0.02047
717.0000	0.02178
716.0000	0.02315
715.0000	0.02474
714.0000	0.02652
713.0000	0.02849
712.0000	0.03061
711.0000	0.03295
710.0000	0.03554
709.0000	0.03846
708.0000	0.04176
707.0000	0.04542
706.0000	0.04955
705.0000	0.05411
704.0000	0.05937
703.0000	0.06525
702.0000	0.07181
701.0000	0.07901
700.0000	0.08709
699.0000	0.09622
698.0000	0.10637
697.0000	0.11769
696.0000	0.13017
695.0000	0.14402
694.0000	0.15945
693.0000	0.1764
692.0000	0.19516
691.0000	0.21578
690.0000	0.23843
689.0000	0.26316
688.0000	0.29003
687.0000	0.31919
686.0000	0.35064
685.0000	0.38439
684.0000	0.42025
683.0000	0.45808
682.0000	0.49756
681.0000	0.53864
680.0000	0.58096
679.0000	0.62403
678.0000	0.66716
677.0000	0.70954
676.0000	0.75065
675.0000	0.79012
674.0000	0.82745
673.0000	0.862
672.0000	0.89343
671.0000	0.92127
670.0000	0.94531
669.0000	0.96546
668.0000	0.98159
667.0000	0.99391
666.0000	1.00251
665.0000	1.00768
664.0000	1.00975
663.0000	1.00912
662.0000	1.00604
661.0000	1.00076
660.0000	0.9936
659.0000	0.98497
658.0000	0.97506
657.0000	0.96397
656.0000	0.95193
655.0000	0.93903
654.0000	0.92538
653.0000	0.911
