TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	19/08/31
TIME	14:28:14
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	840.0000
LASTX	190.0000
NPOINTS	651
FIRSTY	0.00478
MAXY	2.20856
MINY	0.00415
XYDATA
840.0000	0.00478
839.0000	0.00469
838.0000	0.00457
837.0000	0.00445
836.0000	0.00441
835.0000	0.0045
834.0000	0.00456
833.0000	0.00452
832.0000	0.00457
831.0000	0.00462
830.0000	0.00466
829.0000	0.00463
828.0000	0.00456
827.0000	0.0045
826.0000	0.00442
825.0000	0.00447
824.0000	0.00443
823.0000	0.00447
822.0000	0.00434
821.0000	0.00442
820.0000	0.00435
819.0000	0.00426
818.0000	0.00419
817.0000	0.00415
816.0000	0.00423
815.0000	0.00434
814.0000	0.00445
813.0000	0.00432
812.0000	0.00433
811.0000	0.00425
810.0000	0.00415
809.0000	0.00425
808.0000	0.00438
807.0000	0.00446
806.0000	0.00449
805.0000	0.00458
804.0000	0.0046
803.0000	0.00464
802.0000	0.00463
801.0000	0.00459
800.0000	0.00465
799.0000	0.0046
798.0000	0.00465
797.0000	0.00457
796.0000	0.00452
795.0000	0.00445
794.0000	0.00454
793.0000	0.00466
792.0000	0.00467
791.0000	0.00467
790.0000	0.00465
789.0000	0.00463
788.0000	0.00465
787.0000	0.00464
786.0000	0.00461
785.0000	0.00471
784.0000	0.00474
783.0000	0.00478
782.0000	0.00483
781.0000	0.00484
780.0000	0.00488
779.0000	0.00479
778.0000	0.00486
777.0000	0.00485
776.0000	0.00479
775.0000	0.00475
774.0000	0.00469
773.0000	0.00482
772.0000	0.00486
771.0000	0.00486
770.0000	0.00473
769.0000	0.00469
768.0000	0.00473
767.0000	0.00488
766.0000	0.00488
765.0000	0.0049
764.0000	0.00484
763.0000	0.0049
762.0000	0.00496
761.0000	0.00498
760.0000	0.00503
759.0000	0.00502
758.0000	0.00507
757.0000	0.00506
756.0000	0.00506
755.0000	0.00501
754.0000	0.00507
753.0000	0.00517
752.0000	0.00526
751.0000	0.00531
750.0000	0.00536
749.0000	0.0054
748.0000	0.00537
747.0000	0.00542
746.0000	0.00541
745.0000	0.00539
744.0000	0.0054
743.0000	0.00545
742.0000	0.00557
741.0000	0.00559
740.0000	0.00568
739.0000	0.0057
738.0000	0.00574
737.0000	0.00579
736.0000	0.00589
735.0000	0.00598
734.0000	0.00606
733.0000	0.00618
732.0000	0.00626
731.0000	0.00637
730.0000	0.00642
729.0000	0.00649
728.0000	0.00663
727.0000	0.00673
726.0000	0.00685
725.0000	0.00696
724.0000	0.00714
723.0000	0.00734
722.0000	0.00764
721.0000	0.00792
720.0000	0.00821
719.0000	0.00846
718.0000	0.00881
717.0000	0.00921
716.0000	0.00967
715.0000	0.01021
714.0000	0.01078
713.0000	0.01139
712.0000	0.01205
711.0000	0.01275
710.0000	0.01359
709.0000	0.01446
708.0000	0.0155
707.0000	0.01665
706.0000	0.01793
705.0000	0.01935
704.0000	0.02097
703.0000	0.02283
702.0000	0.02487
701.0000	0.02715
700.0000	0.02966
699.0000	0.03256
698.0000	0.03569
697.0000	0.03924
696.0000	0.04311
695.0000	0.04747
694.0000	0.05227
693.0000	0.05753
692.0000	0.06333
691.0000	0.06971
690.0000	0.0768
689.0000	0.08456
688.0000	0.09295
687.0000	0.1021
686.0000	0.11191
685.0000	0.1226
684.0000	0.13389
683.0000	0.14582
682.0000	0.15828
681.0000	0.17127
680.0000	0.18474
679.0000	0.19845
678.0000	0.2122
677.0000	0.22577
676.0000	0.23914
675.0000	0.25204
674.0000	0.26446
673.0000	0.27608
672.0000	0.2869
671.0000	0.29682
670.0000	0.30574
669.0000	0.31361
668.0000	0.32043
667.0000	0.32626
666.0000	0.33112
665.0000	0.3351
664.0000	0.33821
663.0000	0.34046
662.0000	0.34207
661.0000	0.34297
660.0000	0.34332
659.0000	0.34309
658.0000	0.34231
657.0000	0.34103
656.0000	0.33937
655.0000	0.33722
654.0000	0.33472
653.0000	0.33179
