TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	19/08/31
TIME	14:33:59
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	840.0000
LASTX	190.0000
NPOINTS	651
FIRSTY	0.00380
MAXY	0.39572
MINY	0.00350
XYDATA
840.0000	0.0038
839.0000	0.0037
838.0000	0.0037
837.0000	0.00364
836.0000	0.00367
835.0000	0.0038
834.0000	0.00368
833.0000	0.00373
832.0000	0.00365
831.0000	0.00373
830.0000	0.00375
829.0000	0.00379
828.0000	0.00378
827.0000	0.00378
826.0000	0.00375
825.0000	0.00381
824.0000	0.00381
823.0000	0.00378
822.0000	0.00367
821.0000	0.00366
820.0000	0.00359
819.0000	0.00353
818.0000	0.00359
817.0000	0.00369
816.0000	0.00369
815.0000	0.0038
814.0000	0.00374
813.0000	0.00365
812.0000	0.00362
811.0000	0.00359
810.0000	0.0035
809.0000	0.00362
808.0000	0.00373
807.0000	0.00382
806.0000	0.00388
805.0000	0.00383
804.0000	0.00375
803.0000	0.00376
802.0000	0.00366
801.0000	0.00373
800.0000	0.00373
799.0000	0.00385
798.0000	0.00388
797.0000	0.0039
796.0000	0.00373
795.0000	0.00376
794.0000	0.00375
793.0000	0.00374
792.0000	0.00365
791.0000	0.00374
790.0000	0.00378
789.0000	0.00382
788.0000	0.00378
787.0000	0.00379
786.0000	0.00381
785.0000	0.00392
784.0000	0.00392
783.0000	0.00394
782.0000	0.00404
781.0000	0.00403
780.0000	0.00411
779.0000	0.00411
778.0000	0.00414
777.0000	0.00413
776.0000	0.00407
775.0000	0.00408
774.0000	0.00407
773.0000	0.00413
772.0000	0.00415
771.0000	0.00419
770.0000	0.00418
769.0000	0.00414
768.0000	0.00408
767.0000	0.00418
766.0000	0.00421
765.0000	0.00435
764.0000	0.00428
763.0000	0.00436
762.0000	0.00438
761.0000	0.00442
760.0000	0.00454
759.0000	0.00455
758.0000	0.00457
757.0000	0.00457
756.0000	0.00456
755.0000	0.00456
754.0000	0.00462
753.0000	0.00478
752.0000	0.00484
751.0000	0.00487
750.0000	0.00484
749.0000	0.00485
748.0000	0.00487
747.0000	0.00493
746.0000	0.00499
745.0000	0.00492
744.0000	0.00499
743.0000	0.00502
742.0000	0.00514
741.0000	0.00518
740.0000	0.00506
739.0000	0.00493
738.0000	0.00496
737.0000	0.00504
736.0000	0.00511
735.0000	0.00515
734.0000	0.00512
733.0000	0.0052
732.0000	0.00519
731.0000	0.00525
730.0000	0.00522
729.0000	0.0052
728.0000	0.00529
727.0000	0.00529
726.0000	0.00538
725.0000	0.00542
724.0000	0.0055
723.0000	0.00559
722.0000	0.00575
721.0000	0.00597
720.0000	0.00611
719.0000	0.00629
718.0000	0.00641
717.0000	0.00665
716.0000	0.00688
715.0000	0.00728
714.0000	0.00759
713.0000	0.00793
712.0000	0.00828
711.0000	0.00864
710.0000	0.00915
709.0000	0.00965
708.0000	0.01026
707.0000	0.01087
706.0000	0.01156
705.0000	0.0123
704.0000	0.01327
703.0000	0.01436
702.0000	0.01556
701.0000	0.01683
700.0000	0.01829
699.0000	0.01997
698.0000	0.02179
697.0000	0.02387
696.0000	0.02614
695.0000	0.02865
694.0000	0.03143
693.0000	0.03447
692.0000	0.03784
691.0000	0.04156
690.0000	0.0457
689.0000	0.05015
688.0000	0.05505
687.0000	0.06039
686.0000	0.06615
685.0000	0.07238
684.0000	0.07905
683.0000	0.08609
682.0000	0.09344
681.0000	0.10112
680.0000	0.10908
679.0000	0.1173
678.0000	0.12548
677.0000	0.13361
676.0000	0.14162
675.0000	0.14947
674.0000	0.15713
673.0000	0.16438
672.0000	0.17119
671.0000	0.17753
670.0000	0.18333
669.0000	0.18858
668.0000	0.19331
667.0000	0.19749
666.0000	0.20119
665.0000	0.20441
664.0000	0.20721
663.0000	0.20949
662.0000	0.21137
661.0000	0.21288
660.0000	0.21402
659.0000	0.21479
658.0000	0.21525
657.0000	0.21529
656.0000	0.21508
655.0000	0.21452
654.0000	0.21366
653.0000	0.21256
