TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	19/08/31
TIME	14:20:59
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	840
LASTX	190
NPOINTS	651
FIRSTY	0.00813
MAXY	0.47388
MINY	0.00801
XYDATA	
840	0.0063
839	0.0062
838	0.0061
837	0.006
836	0.006
835	0.0062
834	0.0061
833	0.0061
832	0.0061
831	0.0062
830	0.0062
829	0.0062
828	0.0062
827	0.0062
826	0.0061
825	0.0062
824	0.0061
823	0.0061
822	0.006
821	0.006
820	0.0059
819	0.0058
818	0.0058
817	0.0059
816	0.0059
815	0.0061
814	0.0061
813	0.0059
812	0.0059
811	0.0058
810	0.0057
809	0.0059
808	0.006
807	0.0062
806	0.0062
805	0.0062
804	0.0062
803	0.0062
802	0.0061
801	0.0062
800	0.0062
799	0.0063
798	0.0063
797	0.0063
796	0.0061
795	0.0061
794	0.0061
793	0.0062
792	0.0061
791	0.0062
790	0.0062
789	0.0063
788	0.0062
787	0.0062
786	0.0062
785	0.0064
784	0.0064
783	0.0065
782	0.0066
781	0.0066
780	0.0067
779	0.0066
778	0.0067
777	0.0067
776	0.0066
775	0.0066
774	0.0065
773	0.0067
772	0.0067
771	0.0067
770	0.0067
769	0.0066
768	0.0066
767	0.0067
766	0.0068
765	0.0069
764	0.0068
763	0.0069
762	0.007
761	0.007
760	0.0072
759	0.0072
758	0.0072
757	0.0072
756	0.0072
755	0.0072
754	0.0073
753	0.0075
752	0.0076
751	0.0076
750	0.0076
749	0.0077
748	0.0077
747	0.0078
746	0.0078
745	0.0077
744	0.0078
743	0.0079
742	0.008
741	0.0081
740	0.008
739	0.0079
738	0.008
737	0.0081
736	0.0082
735	0.0083
734	0.0083
733	0.0085
732	0.0085
731	0.0086
730	0.0086
729	0.0086
728	0.0088
727	0.0089
726	0.009
725	0.0091
724	0.0093
723	0.0095
722	0.0098
721	0.0102
720	0.0105
719	0.0108
718	0.0111
717	0.0116
716	0.0121
715	0.0128
714	0.0134
713	0.014
712	0.0148
711	0.0155
710	0.0165
709	0.0174
708	0.0186
707	0.0199
706	0.0213
705	0.0228
704	0.0246
703	0.0267
702	0.029
701	0.0316
700	0.0344
699	0.0376
698	0.0412
697	0.0452
696	0.0496
695	0.0545
694	0.0599
693	0.0658
692	0.0723
691	0.0795
690	0.0875
689	0.0962
688	0.1057
687	0.116
686	0.1271
685	0.1391
684	0.152
683	0.1655
682	0.1796
681	0.1944
680	0.2097
679	0.2254
678	0.241
677	0.2565
676	0.2718
675	0.2867
674	0.3011
673	0.3146
672	0.3273
671	0.339
670	0.3496
669	0.3591
668	0.3675
667	0.3748
666	0.3811
665	0.3864
664	0.3908
663	0.3943
662	0.397
661	0.3989
660	0.4002
659	0.4007
658	0.4007
657	0.4
656	0.3988
655	0.3971
654	0.3948
653	0.392
652	0.3887
651	0.385
650	0.3808
649	0.3763
648	0.3714
647	0.3663
646	0.361
645	0.3555
644	0.3499
643	0.3442
642	0.3385
641	0.3328
640	0.3272
639	0.3218
638	0.3164
637	0.3112
636	0.3062
635	0.3012
634	0.2966
633	0.2921
632	0.288
631	0.284
630	0.2801
629	0.2765
628	0.2732
627	0.2701
626	0.267
625	0.2642
624	0.2616
623	0.2592
622	0.257
621	0.2548
620	0.2528
619	0.2508
618	0.249
617	0.2471
616	0.2452
615	0.2432
614	0.2411
613	0.2389
612	0.2365
611	0.234
610	0.2313
609	0.2285
608	0.2254
607	0.2222
606	0.2188
605	0.2152
604	0.2114
603	0.2076
602	0.2035
601	0.1995
600	0.1953
599	0.191
598	0.1867
597	0.1823
596	0.1778
595	0.1733
594	0.1689
593	0.1644
592	0.1601
591	0.1558
590	0.1516
589	0.1474
588	0.1434
587	0.1394
586	0.1355
585	0.1317
584	0.1279
583	0.1242
582	0.1207
581	0.1172
580	0.1139
579	0.1107
578	0.1077
577	0.1049
576	0.102
575	0.0994
574	0.0967
573	0.0942
572	0.0918
571	0.0895
570	0.0871
569	0.0847
568	0.0825
