TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	19/08/31
TIME	13:24:55
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	840.0000
LASTX	190.0000
NPOINTS	651
FIRSTY	0.00920
MAXY	1.06711
MINY	0.00872
XYDATA
652.0000	0.94284
651.0000	0.92604
650.0000	0.90869
649.0000	0.89106
648.0000	0.87318
647.0000	0.85503
646.0000	0.83693
645.0000	0.81878
644.0000	0.80084
643.0000	0.7832
642.0000	0.76612
641.0000	0.7496
640.0000	0.73374
639.0000	0.71862
638.0000	0.70437
637.0000	0.69095
636.0000	0.67837
635.0000	0.6666
634.0000	0.65585
633.0000	0.64596
632.0000	0.6371
631.0000	0.62905
630.0000	0.62193
629.0000	0.61571
628.0000	0.61034
627.0000	0.6058
626.0000	0.60197
625.0000	0.5988
624.0000	0.5963
623.0000	0.59433
622.0000	0.5928
621.0000	0.59151
620.0000	0.59049
619.0000	0.58949
618.0000	0.58855
617.0000	0.5874
616.0000	0.58594
615.0000	0.58402
614.0000	0.58157
613.0000	0.57842
612.0000	0.57458
611.0000	0.56993
610.0000	0.56439
609.0000	0.55794
608.0000	0.55052
607.0000	0.54226
606.0000	0.53314
605.0000	0.52329
604.0000	0.51262
603.0000	0.50133
602.0000	0.48952
601.0000	0.47737
600.0000	0.46491
599.0000	0.45226
598.0000	0.43945
597.0000	0.42656
596.0000	0.41369
595.0000	0.40093
594.0000	0.38843
593.0000	0.37608
592.0000	0.36391
591.0000	0.35205
590.0000	0.34057
589.0000	0.32935
588.0000	0.31852
587.0000	0.30799
586.0000	0.29789
585.0000	0.28807
584.0000	0.27862
583.0000	0.26948
582.0000	0.26079
581.0000	0.25244
580.0000	0.24443
579.0000	0.23685
578.0000	0.22955
577.0000	0.22268
576.0000	0.21608
575.0000	0.20976
574.0000	0.2037
573.0000	0.19787
572.0000	0.1924
571.0000	0.18707
570.0000	0.18185
569.0000	0.1768
568.0000	0.172
567.0000	0.16742
566.0000	0.16294
565.0000	0.15853
564.0000	0.15433
563.0000	0.1502
562.0000	0.14617
561.0000	0.14218
560.0000	0.13819
559.0000	0.13428
558.0000	0.13042
557.0000	0.12663
556.0000	0.12285
555.0000	0.11914
554.0000	0.11554
553.0000	0.11205
552.0000	0.10862
551.0000	0.10527
550.0000	0.10201
549.0000	0.09893
548.0000	0.09587
547.0000	0.09291
546.0000	0.09001
545.0000	0.08732
544.0000	0.08468
543.0000	0.0822
542.0000	0.07982
541.0000	0.07757
540.0000	0.07546
